Time,ZONE 1:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ZONE 1:CHICAGO OHARE INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ZONE 1:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ZONE 1:CHICAGO OHARE INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ZONE 2:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ZONE 2:CHICAGO OHARE INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ZONE 2:CHICAGO OHARE INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ZONE 2:CHICAGO OHARE INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s] 
11:00:00,1.076210E+04,4.705128E+03,5.588162E-01,4.662264E-01,6.030487E+03,3.535343E+03,3.131291E-01,3.503192E-01 
11:10:00,1.072338E+04,4.764885E+03,5.568127E-01,4.721545E-01,6.001989E+03,3.582473E+03,3.116531E-01,3.549943E-01 
11:20:00,1.068751E+04,4.822935E+03,5.549565E-01,4.779129E-01,5.976021E+03,3.627778E+03,3.103078E-01,3.594879E-01 
11:30:00,1.065392E+04,4.879373E+03,5.532177E-01,4.835110E-01,5.952085E+03,3.671348E+03,3.090676E-01,3.638091E-01 
11:40:00,1.062215E+04,4.934246E+03,5.515727E-01,4.889536E-01,5.929786E+03,3.713241E+03,3.079120E-01,3.679634E-01 
11:50:00,1.059185E+04,4.987562E+03,5.500036E-01,4.942413E-01,5.908817E+03,3.753482E+03,3.068251E-01,3.719536E-01 
12:00:00,1.056276E+04,5.039300E+03,5.484963E-01,4.993723E-01,5.888933E+03,3.792075E+03,3.057942E-01,3.757800E-01 
12:10:00,1.053465E+04,5.089419E+03,5.470399E-01,5.043424E-01,5.869939E+03,3.829005E+03,3.048093E-01,3.794413E-01 
12:20:00,1.050737E+04,5.137863E+03,5.456257E-01,5.091461E-01,5.851680E+03,3.864246E+03,3.038624E-01,3.829348E-01 
12:30:00,1.048077E+04,5.184571E+03,5.442470E-01,5.137774E-01,5.834036E+03,3.897764E+03,3.029472E-01,3.862573E-01 
12:40:00,1.045477E+04,5.229487E+03,5.428986E-01,5.182308E-01,5.816908E+03,3.929527E+03,3.020586E-01,3.894058E-01 
12:50:00,1.042933E+04,5.272564E+03,5.415791E-01,5.225017E-01,5.800263E+03,3.959511E+03,3.011950E-01,3.923777E-01 
13:00:00,1.040437E+04,5.313768E+03,5.402845E-01,5.265867E-01,5.784027E+03,3.987701E+03,3.003526E-01,3.951716E-01 
13:10:00,1.037983E+04,5.353075E+03,5.390113E-01,5.304834E-01,5.768139E+03,4.014092E+03,2.995280E-01,3.977872E-01 
13:20:00,1.035565E+04,5.390473E+03,5.377570E-01,5.341907E-01,5.752551E+03,4.038695E+03,2.987191E-01,4.002254E-01 
13:30:00,1.033181E+04,5.425956E+03,5.365199E-01,5.377080E-01,5.737230E+03,4.061527E+03,2.979239E-01,4.024880E-01 
13:40:00,1.030827E+04,5.459521E+03,5.352983E-01,5.410351E-01,5.722147E+03,4.082615E+03,2.971410E-01,4.045777E-01 
13:50:00,1.028495E+04,5.491167E+03,5.340883E-01,5.441717E-01,5.707233E+03,4.101988E+03,2.963669E-01,4.064974E-01 
14:00:00,1.026186E+04,5.520886E+03,5.328896E-01,5.471173E-01,5.692482E+03,4.119673E+03,2.956011E-01,4.082498E-01 
14:10:00,1.023898E+04,5.548668E+03,5.317023E-01,5.498709E-01,5.677891E+03,4.135696E+03,2.948436E-01,4.098375E-01 
14:20:00,1.021632E+04,5.574500E+03,5.305260E-01,5.524310E-01,5.663453E+03,4.150079E+03,2.940941E-01,4.112625E-01 
14:30:00,1.019387E+04,5.598358E+03,5.293606E-01,5.547954E-01,5.649162E+03,4.162837E+03,2.933521E-01,4.125266E-01 
14:40:00,1.017162E+04,5.620214E+03,5.282055E-01,5.569613E-01,5.635011E+03,4.173980E+03,2.926175E-01,4.136306E-01 
14:50:00,1.014957E+04,5.640027E+03,5.270607E-01,5.589247E-01,5.620997E+03,4.183509E+03,2.918898E-01,4.145746E-01 
15:00:00,1.012771E+04,5.657753E+03,5.259258E-01,5.606812E-01,5.607113E+03,4.191422E+03,2.911690E-01,4.153585E-01 
15:10:00,1.010604E+04,5.673343E+03,5.248007E-01,5.622260E-01,5.593358E+03,4.197711E+03,2.904548E-01,4.159814E-01 
15:20:00,1.008456E+04,5.686750E+03,5.236853E-01,5.635544E-01,5.579728E+03,4.202368E+03,2.897471E-01,4.164427E-01 
15:30:00,1.006325E+04,5.697923E+03,5.225792E-01,5.646613E-01,5.566221E+03,4.205384E+03,2.890457E-01,4.167412E-01 
15:40:00,1.004213E+04,5.706813E+03,5.214825E-01,5.655420E-01,5.552833E+03,4.206747E+03,2.883506E-01,4.168761E-01 
15:50:00,1.002118E+04,5.713372E+03,5.203950E-01,5.661917E-01,5.539563E+03,4.206445E+03,2.876616E-01,4.168459E-01 
16:00:00,1.000041E+04,5.717553E+03,5.193165E-01,5.666056E-01,5.526408E+03,4.204467E+03,2.869785E-01,4.166497E-01 
16:10:00,9.979815E+03,5.719310E+03,5.182470E-01,5.667793E-01,5.513368E+03,4.200802E+03,2.863014E-01,4.162862E-01 
16:20:00,9.959387E+03,5.718605E+03,5.171862E-01,5.667090E-01,5.500440E+03,4.195440E+03,2.856301E-01,4.157546E-01 
16:30:00,9.939128E+03,5.715408E+03,5.161343E-01,5.663918E-01,5.487623E+03,4.188379E+03,2.849646E-01,4.150546E-01 
16:40:00,9.919035E+03,5.709707E+03,5.150909E-01,5.658264E-01,5.474916E+03,4.179626E+03,2.843048E-01,4.141869E-01 
16:50:00,9.899106E+03,5.701508E+03,5.140562E-01,5.650133E-01,5.462317E+03,4.169199E+03,2.836505E-01,4.131534E-01 
17:00:00,9.879341E+03,5.690833E+03,5.130298E-01,5.639550E-01,5.449824E+03,4.157128E+03,2.830019E-01,4.119570E-01 
17:10:00,9.859738E+03,5.677720E+03,5.120119E-01,5.626551E-01,5.437438E+03,4.143453E+03,2.823587E-01,4.106016E-01 
17:20:00,9.840294E+03,5.662224E+03,5.110022E-01,5.611189E-01,5.425157E+03,4.128224E+03,2.817209E-01,4.090923E-01 
17:30:00,9.821008E+03,5.644413E+03,5.100008E-01,5.593533E-01,5.412979E+03,4.111500E+03,2.810886E-01,4.074347E-01 
17:40:00,9.801879E+03,5.624369E+03,5.090075E-01,5.573665E-01,5.400903E+03,4.093348E+03,2.804616E-01,4.056357E-01 
17:50:00,9.782906E+03,5.602188E+03,5.080223E-01,5.551680E-01,5.388929E+03,4.073845E+03,2.798398E-01,4.037028E-01 
18:00:00,9.764086E+03,5.577977E+03,5.070450E-01,5.527682E-01,5.377056E+03,4.053073E+03,2.792232E-01,4.016443E-01 
18:10:00,1.012816E+04,5.178677E+03,5.259515E-01,5.131980E-01,5.646412E+03,3.756064E+03,2.932106E-01,3.722116E-01 
18:20:00,1.051131E+04,4.766053E+03,5.458545E-01,4.723010E-01,5.931022E+03,3.447669E+03,3.079948E-01,3.416465E-01 
18:30:00,1.090641E+04,4.344322E+03,5.663741E-01,4.305006E-01,6.225246E+03,3.131689E+03,3.232754E-01,3.103289E-01 
18:40:00,1.131088E+04,3.915090E+03,5.873756E-01,3.879563E-01,6.527130E+03,2.809479E+03,3.389506E-01,2.783934E-01 
18:50:00,1.172291E+04,3.479529E+03,6.087654E-01,3.447844E-01,6.835258E+03,2.482055E+03,3.549475E-01,2.459408E-01 
19:00:00,1.214112E+04,3.038561E+03,6.304727E-01,3.010763E-01,7.148504E+03,2.150233E+03,3.712078E-01,2.130520E-01 
19:10:00,1.218176E+04,2.966116E+03,6.325701E-01,2.938878E-01,7.184915E+03,2.089744E+03,3.730906E-01,2.070512E-01 
19:20:00,1.220791E+04,2.901190E+03,6.339052E-01,2.874506E-01,7.209826E+03,2.036403E+03,3.743698E-01,2.017627E-01 
19:30:00,1.222604E+04,2.840261E+03,6.348270E-01,2.814103E-01,7.228354E+03,1.987008E+03,3.753193E-01,1.968661E-01 
19:40:00,1.223829E+04,2.782366E+03,6.354458E-01,2.756711E-01,7.242044E+03,1.940752E+03,3.760194E-01,1.922810E-01 
19:50:00,1.224609E+04,2.726953E+03,6.358360E-01,2.701783E-01,7.251978E+03,1.897138E+03,3.765264E-01,1.879580E-01 
20:00:00,1.225053E+04,2.673733E+03,6.360535E-01,2.649031E-01,7.259020E+03,1.855855E+03,3.768846E-01,1.838665E-01 
20:10:00,1.021060E+04,2.205834E+03,5.301344E-01,2.185445E-01,6.052122E+03,1.529248E+03,3.142200E-01,1.515076E-01 
20:20:00,8.726344E+03,1.747287E+03,4.498171E-01,1.731130E-01,5.230764E+03,1.210038E+03,2.694429E-01,1.198820E-01 
20:30:00,7.541953E+03,1.297745E+03,3.826057E-01,1.285740E-01,4.507001E+03,8.978469E+02,2.286258E-01,8.895198E-02 
20:40:00,6.405228E+03,8.568949E+02,3.175509E-01,8.489651E-02,3.812891E+03,5.923288E+02,1.891458E-01,5.868333E-02 
20:50:00,5.303720E+03,4.244268E+02,2.540914E-01,4.204978E-02,3.142276E+03,2.931571E+02,1.507264E-01,2.904364E-02 
21:00:00,4.230413E+03,0.000000E+00,1.919113E-01,0.000000E+00,2.491116E+03,0.000000E+00,1.131862E-01,0.000000E+00 
21:10:00,5.221873E+03,0.000000E+00,2.367803E-01,0.000000E+00,3.067835E+03,0.000000E+00,1.392858E-01,0.000000E+00 
21:20:00,5.674756E+03,0.000000E+00,2.568139E-01,0.000000E+00,3.270886E+03,0.000000E+00,1.480250E-01,0.000000E+00 
21:30:00,5.842294E+03,0.000000E+00,2.643959E-01,0.000000E+00,3.386553E+03,0.000000E+00,1.532592E-01,0.000000E+00 
21:40:00,5.974694E+03,0.000000E+00,2.703876E-01,0.000000E+00,3.481427E+03,0.000000E+00,1.575527E-01,0.000000E+00 
21:50:00,6.082840E+03,0.000000E+00,2.752815E-01,0.000000E+00,3.560570E+03,0.000000E+00,1.611343E-01,0.000000E+00 
22:00:00,6.172519E+03,0.000000E+00,2.793398E-01,0.000000E+00,3.627133E+03,0.000000E+00,1.641465E-01,0.000000E+00 
22:10:00,6.247951E+03,0.000000E+00,2.827532E-01,0.000000E+00,3.683626E+03,0.000000E+00,1.667030E-01,0.000000E+00 
22:20:00,6.312277E+03,0.000000E+00,2.856641E-01,0.000000E+00,3.732000E+03,0.000000E+00,1.688920E-01,0.000000E+00 
22:30:00,6.367901E+03,0.000000E+00,2.881811E-01,0.000000E+00,3.773818E+03,0.000000E+00,1.707844E-01,0.000000E+00 
22:40:00,6.416686E+03,0.000000E+00,2.903887E-01,0.000000E+00,3.810342E+03,0.000000E+00,1.724372E-01,0.000000E+00 
22:50:00,6.460079E+03,0.000000E+00,2.923522E-01,0.000000E+00,3.842589E+03,0.000000E+00,1.738964E-01,0.000000E+00 
23:00:00,6.499208E+03,0.000000E+00,2.941228E-01,0.000000E+00,3.871375E+03,0.000000E+00,1.751990E-01,0.000000E+00 
23:10:00,6.534955E+03,0.000000E+00,2.957403E-01,0.000000E+00,3.897360E+03,0.000000E+00,1.763749E-01,0.000000E+00 
23:20:00,6.568008E+03,0.000000E+00,2.972360E-01,0.000000E+00,3.921072E+03,0.000000E+00,1.774479E-01,0.000000E+00 
23:30:00,6.598910E+03,0.000000E+00,2.986342E-01,0.000000E+00,3.942939E+03,0.000000E+00,1.784374E-01,0.000000E+00 
23:40:00,6.628084E+03,0.000000E+00,2.999543E-01,0.000000E+00,3.963303E+03,0.000000E+00,1.793589E-01,0.000000E+00 
23:50:00,6.655865E+03,0.000000E+00,3.012114E-01,0.000000E+00,3.982440E+03,0.000000E+00,1.802249E-01,0.000000E+00 
24:00:00,6.682516E+03,0.000000E+00,3.024173E-01,0.000000E+00,4.000572E+03,0.000000E+00,1.810454E-01,0.000000E+00 
Peak,1.653236E+04,5.719310E+03,8.445312E-01,5.667793E-01,9.883762E+03,4.206747E+03,5.060818E-01,4.168761E-01 

Peak Vol Flow (m3/s),,,7.182092E-01,4.820025E-01,,,4.303839E-01,3.545212E-01 
